V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,label
0.1834,4.461,0.1555,1.563938012,-17.49,-1.45,-0.038249986,-0.2300294,-0.004977683,10.9247,0.097654685,-0.37,1.24,1.086891387,0.784177675,1
-0.0487,-21.4731,-0.1651,2.455404344,0.731665523,-0.23,-0.043830515,-47.70973776,0.000980256,1.3379,-0.023240042,0.1,0.75,0.250459886,1.046034501,1
-1.2852,-1.7089,-16.8824,4.967350951,-17.38925883,-6.6,-0.108666571,-28.9579224,0.011933324,1.1456,-0.118336204,1.29,0.53,0.182087624,2.290958003,1
-0.5277,-1.8214,54.9174,1.890994533,-6.108991219,-4.67,-0.091211837,-1.996409516,0.014846087,36.7985,-0.161046682,1.47,0.5,0.414135498,1.526945251,1
0.1882,8.06,0.5135,1.328254484,18.87,6.43,0.030016472,0.133843393,0.051168287,16.1268,1.005203392,3.02,0.48,0.46914587,0.78833992,1
-3.0066,-1.3438,-0.7806,2.76519939,-101.7195495,-12.71,-0.190346853,-4.341664555,0.001252532,1.3075,-0.018407472,0.35,0.14,0.081914586,4.115420726,1
0.2208,-2.3986,0.5807,0.621283889,0.84,2.61,0.002710462,0.018443136,0.080196371,25.5984,12.56562067,3.41,0.21,0.196794747,0.730432067,1
0.0087,-4.0559,0.9499,0.985843032,-145.23,-3.82,-0.055271666,-0.120996711,-0.012776162,8.4199,0.19100866,-1.06,0.68,0.636976134,0.991300154,1
-2.7238,-1.3392,180.7495,2.664543238,-8.319756109,-2.95,-0.032081062,-0.435215371,7.13E-05,95.2133,-0.002298262,0.01,0.04,0.030797762,3.772460234,1
0.0177,-13.0251,0.9355,0.694880397,-53.12,0.57,-0.014875233,-0.072920757,0.017341525,2.480630441,-0.806142442,1.2,0.34,0.250845083,0.948741558,1
0.3021,3.3023,0.1131,3.732443266,-2.28,3.67,-0.007330949,-0.016453894,0.088511938,18.6337,-8.370357608,6.14,0.43,0.331436046,0.731784098,1
0.0341,-10.0425,0.6091,117.4974233,-315.15,-19.15,-0.146924193,-0.26793376,-0.201054596,2.8444,1.255873822,-18.45,0.89,0.87924894,0.970922173,1
0.3142,2.9268,0.2821,1.388774207,-6.33,-0.35,-0.019653016,-0.056491926,0.014781172,18.8094,-0.419278431,0.82,0.7,0.589272012,0.68097333,1
